text,element_id,sentence_id,word_count,sentiment
"South African musician Steve Kekana has died at the age of

EhKhUjpcB",25,1,12,-0.14433756729740646
"Mop up operations has started across Cape Town after a massive storm wreaked havoc across informal settlements

uueCIXMqlJ",26,1,18,-0.9545941546018392
"South Africa is considering buying more AstraZeneca coronavirus vaccines to combat the spread of the Delta variant of the illness four months after selling one million of the doses

dbJOmOS",27,1,30,-0.30124740662784133
"DA leader John Steenhuisen says a cadre of journalists and commentators are suckers for anything that makes the party look just as bad as the ANC

AIRiDyV",28,1,27,-0.09622504486493763
"President Cyril Ramaphosas lawyer Peter Harris and his former campaign manager Bejani Chauke have welcomed the Constitutional Court judgment saying Ramaphosa has been vindicated

AwHGhkmo",29,1,25,0.36
"Inmates are set to clean the streets of Pietermaritzburg Msunduzi Municipality will sign a memorandum of understanding with the correctional services department on Friday for this to happen

UbaIkTKj",30,1,29,0.17641057126819928
"Reasons employers can require your medical info for vaccine purposes U what you need to know

sjkdAIh",31,1,17,0
"Medical and legal professionals should be the only ones deciding whether the local government elections should go ahead amid the Covid pandemic because political parties have a vested interest African Content Movement leader Hlaudi Motsoeneng has said
HAruwXJbd",32,1,38,0.1459992790176863
"Former ANC councillor in the Nelson Mandela Bay municipality Andile Lungisa is calling for a nationwide shutdown in support of former president Jacob Zuma

qcJWTmRgP",33,1,25,0.1
"Agri SA executive director Christo van der Rheede says vaccination for the agriculture sector is crucial to avoid a mass pandemic outbreak in the sector

hEolDEzjc",34,1,26,-0.42164969054709567
"Covid cases in the Western Cape have surpassed the number of infections recorded in the province during the first Covid wave

uJyLWbhJ",35,1,22,-0.21320071635561041
"Veli Mashinini is back behind bars this week after the Magistrates Court convicted him of stock theftwhile out on parole for having committed the same crime previously

UFgjmwleN",36,1,28,-0.0472455591261534
"Calvin Fisher dissects the lengthy name of ChinaUs best bakkie And he also drives it

sRwmuIb",37,1,16,0.0625
"Former Kaizer Chiefs midfielder Reneilwe Yeye Letsholonyane has officially retired from football at the age of

UxLqKSGt",38,1,17,0
"Afterdays in hospitalof which were spent in ICU Orient Heights resident Ally Khan finally went home on Wednesday

SsVTlzvC",39,1,19,0.21794494717703367
"OPINIONContrary to popular opinion the ruling does not pose a challenge for the country but rather for the ANC which has to choose between what is right for the country and pandering to the whims of its warring factions writes

QRVsFW",40,1,41,0.023426064283290915
"Businesses on Cape Towns iconic Long Street fear the latest lockdown will turn the stretch into a ghost town Several businesses have been forced to adjust to the new stricter regulations while others have opted to remain closed for the duration

TveDObIx",41,1,42,-0.16201851746019647
"Greyling said the gross national happiness index which measures the mood of South Africans showed the nation had experienced considerable mood swings in the last few days of June

jJYOgPRf",42,1,30,0.0821583836257749
"Billions of rands that investors have lost to cryptocurrency scams like the Cajee brothers Africrypt and Mirror Trading International have the government worried about how vulnerable South Africans are as digital currencies take over the world

cURxXgfp",43,1,37,-0.41099746826339323
"Kaizer Chiefs have announced on Thursday morning the appointment of Kaizer Motaung Jr as the clubs sporting director

YquHiXIFL",44,1,19,0.057353933467640436
"The Constitutional Court has found that President Cyril Ramaphosa neither wilfully mislead Parliament about a Rdonation from Bosasa CEO Gavin Watson nor did he personally benefit from donations made to his CR campaign for the ANC presidency

CqvZhLwbo",45,1,38,0.18655463430037691
"Jamie Spears father of Britney Spears has asked for an investigation of the pop superstars claims that she had been mistreated under a legal conservatorship

aErHMhj",46,1,26,-0.14708710135363803
"The donations to the CR campaign became a point of contention in the ANC with Cyril Ramaphosas detractors saying to his face in party meetings that he Ubought his Presidency writes

LSBZKfslq",47,1,32,-0.044194173824159216
"Addressing the CaboDelgado crisis what are the prospectsoptions for SADCUs Standby Force in Mozambique 

Seminar with speakers Dr Agostinho Zacarias Martin EwiProf Abel Esterhuyse

 Julypm
RSVPGotMZxVM",48,1,26,-0.2647567824365485
"Junior doctors who have been awaiting placement at public health facilities for mandatory internships are losing patience with the national Department of Health

HGeMIkLC",49,1,24,-0.1735055234471418
"LIVECovid Aspen to receive U million longterm loan as part of Africa vaccine support

NSqOjTeW",50,1,15,0.12909944487358055
"The AuditorGeneral has slammed a deliberate lack of accountability by political and administrative leadership in the Free State whosemunicipalities owe Eskom and local water boards more than R billion

lnyczxu",51,1,30,0.10041580220928047
"The late Proteas team manager Goolam Rajah didnt come across many players of colour in the national team in the suntil Makhaya Ntini made his presence felt in Australia in

mYrogNBPw",52,1,31,0.026940795304016243
"LIVECovid Media briefing on US support for vaccine manufacturing and production in Africa

udGMmMqu",53,1,14,0.16035674514745463
"JUST IN
ConCourt dismisseschallenge to the invalidation of her report on President Ramaphosas CR campaign finances 
Chief Justice Mogoeng dissentsand finds that Ramaphosa does have duty to disclose his donors",54,1,30,0.036514837167011066
"India has signalled alarm over Delta Plus which is closely related to the Delta variant of concern that has spread worldwide HereUs what we know

agrIkqDgc",55,1,26,-0.2647567824365485
"LIVEConCourt majority finds that Mkhwebane had no authority to order the NDPP to investigate prima facie of evidence of moneylaundering in the CR campaign Nor could she order the Speaker to order Ramaphosa to disclose his donors

NRnrPobkd",56,1,38,0
"The home of an Msunduzi Municipality official had been bombed and he is receiving threatening phone calls daily

aqfkZFbOkN",57,1,19,-0.32118202741878643
"Honolulu prosecutor Steve Alm has reportedly said that an investigation found police were justified in their actions when they shot dead SAborn rugby player Lindani Myeni 

NxSEpsPz",58,1,27,-0.14433756729740643
"LIVERamaphosa did not willfully mislead parliament nor personally benefit from CR moneyJustice Chris Jafta

YuvYPLA",59,1,15,-0.3227486121839514
"LIVE ConCourt Ramaphosa did not lie to Parliament about Watson CR donation

NBkrEMGgW",60,1,13,0.36055512754639896
"The Western Cape High Court found in favour of a Cape Town man who was paralysed in an assaultyears ago Andrew Merryweather was injured during an altercation at a Newlands petrol station in

IRHRXAaB",61,1,34,0.2366680474966622
"Eskom South AfricaUs state power utility needsbillion about R billion to shut most of its coalfired plants bya company official said

FucKKGd",62,1,22,0.08528028654224418
"While some franchise sectors are seeing a return to prepandemic levels of income the hardesthit are struggling to recover according to a new report

SXeIkG",63,1,25,0.26
levellockdown This is Thawe Nkovore manager of Cappello He told me before the new regulations they were trying to make up the losses from last years hard lockdown He spends his days handing out brochures about the restaurants specialsqHjYAjeH,64,1,39,-0.04003203845127178
levellockdown Newly elected chairperson of the Long Street Association Giancarlo Bruno tells me plans were afoot to revitalise the entertainment strip but now plans have been stopped due to the new imposed lockdown restrictionsjIdvnMiX,65,1,34,-0.15421152776014393
levellockdown Businesses in Cape Towns oncethriving entertainment strip Long Street are not coping under the current adjusted lockdown regulations With some saying itUs only a matter of time more businesses throw in the towelzJrOXeao,66,1,34,0.13719886811400708
"WATCH LIVERamaphosas DDay ConCourt delivers judgment on CR donations Follow it live on News

wmAfqK",67,1,15,0
"The new coronavirus variant which was first identified and caused devastation in India has been found in patients in the Harry Gwala eThekwini Zululand King Cetswayo Ugu and ILembe districts

UDmEjvVPO",68,1,31,0.1796053020267749
"The Constitutional Court will rule whether President Cyril Ramaphosa misled Parliament with regard to donations made to the CR campaign and whether the Public Protector had the scope to investigate the matter in the first place

yyEDiHrx",69,1,37,0.304138126514911
"Bail has been granted to the eight men accused of the murder of two men and the attempted murder of another on the farm Pampoenkraal in eMkhondo Mpumalanga onAugust

vLuIRquLxU",70,1,30,-0.27386127875258304
"Thursday is finally the start of Covid vaccination registrations for thetoage group

CYCuSieIBh",71,1,13,0.11094003924504584
"There is a lot less fake money in SA U but that probably wonUt last

RSZWlKvIJU",72,1,16,-0.037500000000000006
"It was a quiet day outside the Nkandla homestead of convicted former president Jacob Zuma as the countdown to his prison sentence begins

PGxxgwBU",73,1,24,-0.15309310892394865
"The Department of Basic Education says the health department has vaccinatedteachers and support staff but the programme is seemingly experiencing glitches along the way

GDlgY",74,1,25,-0.19990000000000002
"KwaZuluNatal will be cracking down on Covid rulebreakers using roadblocks raids on illegal liquor traders and increased surveillance points of entry

SIVdBiclU",75,1,22,-0.3304611103511962
"South Africa has passed the threemillion mark in its Covid vaccination programme

gjLoxEUD",76,1,13,0
"What was supposed to be a regular dropandgo situation for taxi driver Maqawe UMikeU Mpabanga turned into the ride of his life

ghDTA",77,1,23,0
"Rugby World Cup winners South Africa will endmonths of international isolation on Friday when they host Georgia in a warmup match before a threeTest series against the British and Irish Lions

gEBGCnjv",78,1,32,0.05303300858899107
"After former president Jacob Zuma was sentenced by the Constitutional Court to an effectivemonths for defying its order to appear before the Zondo Commission his ardent supporters were at it again with the usual question What about De Klerk

bzFnrYwQ",79,1,40,0.3952847075210474
"The latest AuditorGeneral report into municipal finances paints a grim picture of collapse and mismanagement

RzODhRwjy",80,1,16,-0.625
"With the highly infectious Delta variant becoming dominant in South Africa the health department says there is no data yet to assess the efficacy of the JohnsonJohnson vaccine against it

FUzbwDTIO",81,1,31,-0.22450662753346864
"African People Mover went to the High Court in a bid to have its business rescue proceed as Standard Bank and MercedesBenz are opposing the bid

tmyMMgVVK",82,1,27,0.048112522432468816
"The Jacob Zuma Foundation has labelled a judgment that found the former president in contempt of court judicially emotional and angry as well as not consistent with our Constitution

Xebkxp",83,1,30,-0.3834057902536163
"Despite the hype on social media the proZuma and antilockdown protests in Durban were a bust with justpeople arriving for the marches

qNfPEOhC",84,1,23,-0.26064301757134345
"The lawyer representing former minister Malusi Gigaba has accused Norma Mngoma of trying to falsely implicate his client in wrongdoing

TCgqBUwLFf",85,1,21,-0.6546536707079772
"For more than three years the donations made to the CR campaign of President Cyril Ramaphosa cast a shadow on his presidency and how he emerged victorious at the ANCsNasrec conference

GLuGHFzZa",86,1,32,0.08838834764831843
gmdJVBSFka,87,1,1,0
XXOVpRAKDG,88,1,1,0
gmdJVBBVA,89,1,1,0
zPJcqHz,90,1,1,0
LOPGDltR,91,1,1,0
VZMdfDPVeY,92,1,1,0
bfkmwS,93,1,1,0
ndOCUBHr,94,1,1,0
wgXlEykYs,95,1,1,0
yaDliXlow,96,1,1,0
"Pennsylvanias highest court on Wednesday overturned Bill Cosbys sexual assault conviction and ordered him released from prison immediately

QpSeddTEty",97,1,19,-0.5161854012087639
ixyCVePq,98,1,1,0
WHJEZoIlO,99,1,1,0
"UIt was such an extraordinary experienceU taxi driver Maqawe UMikeU Mpabanga tells YOU Now the babyUs parents have named her in honour of the hero driver

ghDTA",100,1,27,0.28867513459481287
ztpqBFBZ,101,1,1,0
VZMdfDPVeY,102,1,1,0
bcUpTFvJ,103,1,1,0
BfbQHQDjw,104,1,1,0
"Protesters in eSwatini defied a curfew on Wednesday taking to the streets in what activists say is a tipping point in Africas last absolute monarchy

Activists say eight people were killed in Manzini alone withcritically injured

MSwtfeAhF",105,1,37,-0.44387726572446473
OvhrjXcghF,106,1,1,0
INXKQqZ,107,1,1,0
vmBOJVcxA,108,1,1,0
erjludeU,109,1,1,0
LjuMgpzcya,110,1,1,0
nYDWTvRVui,111,1,1,0
lrqDDAW,112,1,1,0
"SPONSORED Meet the heroes at Khanya Pharmacy who continuously serve Dobsonville with grace and compassion Watch as the community and their collaborative NGOs and NPOs step out to shower the team of Khanya Pharmacy with gratitude
SNVNI",113,1,37,0.6411560504908934
JABoITtR,114,1,1,0
xKTfepBO,115,1,1,0
AqUKZKbN,116,1,1,0
WLzzPOiO,117,1,1,0
XstKTKmOEy,118,1,1,0
"Serious questions were being asked of Wimbledons fabled grass courts on Wednesday following Serena Williamss tearful tournamentending injury with Australian firebrand Nick Kyrgios branding them a joke

wmMZqhdRS",119,1,28,-0.028347335475692046
"As the country battles Covid unemployed doctors are desperate for jobs in the overburdened healthcare system

RNxzxHBdRC",120,1,17,-0.5093248125762992
kxNJJPjET,121,1,1,0
"Land Rover South Africa has updated its Discovery SUV The range now consists of six models all priced between R and R million

phxOKwuAN",122,1,24,0.12247448713915891
"Edward Zuma the son of former president Jacob Zuma says his father will not spend a single day in prison if he has anything to say about it

ilPprpNDA",123,1,29,-0.1392715036327889
"Public Protector Busisiwe Mkhwebane said she favours the minority judgment of the Constitutional Court that disagreed with the judgment that former president Jacob Zuma be sentenced tomonths imprisonment after being found guilty of contempt of court

kxNJJPjET",124,1,37,-0.14795908857482154
"It is uncertain whether former president Jacob Zuma will press ahead with his plans to travel to Lusaka on Thursday

KwHiHgf",125,1,21,0.01091089451179963
"ZimbabweUs new lockdown takes aim at the Delta variant U SA travellers may need to quarantine

zVCEggR",126,1,17,0.19402850002906638
"Johannesburgbased advocatewrites that the might and money of the state should never be used to suppress speech even when it is false or unfair

uNQobsf",127,1,25,-0.05
ilPprpNDA,128,1,1,0
IbDiloUB,129,1,1,0
"South African long jumper Ruswahl Samaai says he is relishing the pressure of attempting to reach the podium at next months Tokyo Olympics

QpuMQegSJ",130,1,24,0.10206207261596577
"Nearly half of theprotected areas in central Africa are under threat from the oil and gas industries a report published Tuesday by the Central African Forest Observatory said

axLqrg",131,1,29,-0.1392715036327889
fZxJpKEM,132,1,1,0
ejQMtFXSs,133,1,1,0
JjWkEtfeP,134,1,1,0
KkHVaPJKjj,135,1,1,0
ZGkOEIEMQ,136,1,1,0
FfhSfiac,137,1,1,0
CmXsBCCAT,138,1,1,0
TjwKDnZrv,139,1,1,0
FpaJrpJ,140,1,1,0
EoUjP,141,1,1,0
LESldPOcO,142,1,1,0
hrneVMFTzi,143,1,1,0
cXpJiiD,144,1,1,0
omUkPcPqC,145,1,1,0
RihJcnQer,146,1,1,0
pIXtTwm,147,1,1,0
QfTVXOq,148,1,1,0
dmNSYPFOR,149,1,1,0
xtAsrqLhtl,150,1,1,0
"Former President Donald Trump visits the USMexico border on Wednesday as he seeks to reclaim the spotlight riding a wave of Republican attacks on President Joe Biden over the rise in migrants caught entering the United States

NKiAepTQaj",151,1,38,0.11355499479153379
"Facebook just gotextra months to process South African WhatsApp phone numbers

tofZHJwEe",152,1,12,0
"South African civil societies have called on the government rather to make the proposed Firearms Control Bill about gun use regulation

LYfJPpO",153,1,22,-0.17056057308448833
"The past decade has seen IT company EOH embroiled in scandals relating to allegations of bribery and questionable conduct in the awarding of lucrative of lucrative tenders with the state

oYrjDWs",154,1,31,-0.2604276879388236
"One South Africa Movements Mmusi Maimane argues that the state of local councils affects peoples right to life

QfTVXOq",155,1,19,0.1835325870964494
"The public inquiry into theRheinmetall Denel Munition explosion has been postponed due to lockdown regulations

KkHVaPJKjj",156,1,16,-0.25
"One of the men linked to a R million cocaine bust has abandoned his bail bid

ZGkOEIEMQ",157,1,17,-0.24253562503633297
"Rio Tinto Group declared force majeure on customer contracts at Richards Bay Minerals after escalating violence forced it to suspend activity at the minerals sands operation in South Africa

yaDliXlow",158,1,30,-0.40166320883712187
"Elderly residents in frail care facilities in Pietermaritzburg and Howick are in strict lockdown This is to protect them from being infected with the Delta variant which dominates Covid infections in SA

ZEXPlTIp",159,1,33,-0.1392621247645583
"The Garden Route has suffered the brunt of the wet windy and cold weather that hit the Western Cape this weekand its not yet over

xtAsrqLhtl",160,1,26,-0.3432032364918221
"Putin confirms he got Sputnik V Covid vaccine as Russia struggles with infection death spike

GrqbwuCwh",161,1,16,-0.5
"WATCH Edward Zuma says his fatherwill not go into exile
 He says his father will also not be taken to jailJacobZuma LVLtjsBQD",162,1,22,0.10660035817780521
WATCH Edward Zuma the son ofsays his father is not at the Nkandla homestead but is somewhere in SAJacobZuma PQquFoC,163,1,20,0
WATCH Apolice vehicle drove up to the entrance ofNkandla homestead After a brief conversation with MKMVA clad men the vehicles leaves Unclear why they were hereJacobZuma plexHHm,164,1,27,-0.09622504486493763
"France is likely to have a fourth wave of the Covid virus due to a resurgence of cases caused by the Delta variant first found in India said the French governments leading scientific adviser Professor JeanFraneois Delfraissy

CSQPSX",165,1,38,0.2838874869788345
"The Constitutional Court is expected to hand down judgment on Thursday in a case relating to President Cyril Ramaphosascampaign for the ANC presidency

aklYHEEtI",166,1,24,0.1837117307087384
"OPINIONwrites that the Constitutional Court judgment on former president Jacob Zuma provides the party with the perfect time to say the words we have all been waiting for We are the ANC And we have a problem

nHUFYYmMNn",167,1,38,0.12977713690461004
"All initiation practices which have not commenced on the date of the coming into operation of these regulations and postinitiation celebration Imigidi are prohibited

CWrcVaidh",168,1,25,-0.010000000000000009
"Handre Pollard will be a crucial player for the Springboks in the British Lions series writes

SsukOxJ",169,1,17,-0.048507125007266595
"A staunch ally of convicted former President Jacob Zuma has been vague in explaining if the onetime head of state will willingly serve prison time for contempt of court

omUkPcPqC",170,1,30,0.05477225575051662
"JUST IN Commission has enough evidence to make clear findings despite Zuma absenceZondo

xCixwZF",171,1,14,0.0668153104781061
"The South African Weather Service has warned of extremely high fire danger conditions expected over the western and central parts of KwaZuluNatal

UGpjXWRy",172,1,23,-0.7298004491997617
"WATCH Base commander at the Nkandla homestead Mfanfuti Gumede says We will see when we get there 

He comments on what actions MKMVA will take in light of former Presidentprison sentenceJacobZuma ZumaConcourt SFtwwKnc",173,1,33,0
"LIVENo time to hear evidence from the Guptas says Zondo

rKFKIgWCP",174,1,11,0
"More thanEastern Cape schools do not have enough personal protective equipment and hundreds of schools have insufficient sanitisers

AFvRfRuCl",175,1,19,-0.1720618004029213
"LIVEZuma judgment affirms that we are all equal before the lawZondo

ypGQJvNG",176,1,12,0
"Zimbabwe is adopting levellockdown measures which will curb working hours despite calls from business leaders to maintain normal working activities

HwbzfaeE",177,1,21,0.1091089451179962
"WATCH LIVEZondo to give briefing on the Zuma ConCourt judgment and the work of the commission so far Follow it live on News

JjpmzeBMy",178,1,24,0.051031036307982884
"Western Cape police are investigating another shooting at a transport hubthe latest in a chapter of violence which has rocked the minibus taxi industry in the province over the past two months

dmNSYPFOR",179,1,33,-0.2350048355401921
"The ANC has accused the DA of not supporting local artists after the opposition party voted against a R million virtual concert in Durban

rRkFfm",180,1,25,-0.35
"South Africas embattled expresident Jacob Zuma once jailed for fighting the apartheid regime now faces anothermonths behind bars for shunning a corruption probe into his administration

RihJcnQer",181,1,27,-0.6447078005950821
"Norma Mngoma estranged wife of Malusi Gigaba was an evasive witness who refused to answer questions posed to her during crossexamination Gigabas lawyer has said

kvgwadeO",182,1,26,-0.46087291757473253
"ANALYSISThe Constitutional CourtUs majority made legal history by ordering that former president Jacob Zuma must be imprisoned for contempt U but aswrites two justices insist that ruling is unconstitutional

hOTZrvpLvP",183,1,30,-0.09370620087984216
"DEVELOPINGMKMVA members present in Nkandla ahead of Jacob Zumas month imprisonment

lcChjwV",184,1,12,0.1587713240271471
"Former state security minister Siyabonga Cwele has told the Zondo Commission that former intelligence heads Mo Shaik Gibson Njenje and Jeff Maqetuka would not have accepted an illegal instruction

CmXsBCCAT",185,1,30,0.0547722557505166
"With the government running out of money and insufficient technical expertise the proposed National Health Insurance will not be the silver bullet the government is hoping will fix the countrys flawed healthcare system

ZDUaZbrq",186,1,34,-0.13719886811400708
"Despite the month sentence handed down by the Constitutional Court on Tuesday former president Jacob Zumaremains unshaken

fispxnIw",187,1,18,0.1885618083164127
"American legend Serena Williamss dreams of winning an eighth Wimbledon singles title and equalling Margaret Courts Grand Slam record ofended in tears on Tuesday as further doubt was cast on her future in the sport

RtEZKEjwB",188,1,36,-0.13333333333333333
"Gold headed for the biggest monthly drop in more than four years as the dollar strengthened with investors weighing the outlook for monetary policy after the Federal ReserveUs hawkish shift

QKfVYcy",189,1,31,0.29634874834417857
WATCH Over the next five days he will see if he will go to jail or be dragged to jail says SANCO Youth Congress spokesperson Thulani Gamede Gamede and his allies famously threwa birthday party in Durban earlier this yearZuma pApwCnP,190,1,41,-0.023426064283290915
"SA is tightening the screws on the crypto industry as digital currencies move to the mainstream and in the wake of scandals amounting to billions of rands involving Africrypt run by the now at large Cajee brothersMTI whose CEO is also still missing

tpQxmBgGm",191,1,44,-0.22613350843332272
"Teachers across the Western Cape have been bracing the cold for Covid vaccinations as the rollout for the education sector kicks into overdrive

LESldPOcO",192,1,24,-0.15309310892394865
"Public Protector Busisiwe Mkhwebane says the National Student Financial Aid Scheme needs to urgently find solutions and address issues that lead to frustrated students

YnhtwLe",193,1,25,0.14
"The business sector is part of a push to get government to reinstate the Unemployment Insurance Funds Covid Temporary EmployerEmployee Relief Scheme which will this week be discussed at the National Economic Development and Labour Council

TPGnNLKOa",194,1,37,-0.07397954428741077
WATCH The main entrance to the Nkandla Homestead the home of former Presidentsome MKMVA members on site assessing security but little movement for nowZuma AuZZebjiDF,195,1,25,0.08
WATCHis outside the Nkandla homestead the home of former PresidentAll quiet at the moment but some MKMVA members are here pEoRLJ,196,1,21,0.0545544725589981
"Levelupdate Suddenly hotels may fill up again and booze removed from restaurants

kvNoABN",197,1,13,-0.06933752452815364
"If voters go to the polls on Wednesday to cast their ballots in planned byelections it will undermine the governments efforts to combat the pandemic and the current lockdown restrictions are not conducive for free and fair elections

supMTUvRWx",198,1,39,-0.6485190229106028
"Former president Jacob Zuma will be arrested if he fails to hand himself over ThatUs according to police minister Bheki Cele on Tueaday as Mkhonto weSizwe Military Veterans vowed to protect him

UQtKXucfC",199,1,33,-0.08703882797784893
"Another superb bowling display saw the Proteas clinch a thrilling victory against the West Indies in the third T in St Georges

mCfLqfOq",200,1,23,0.4691574316284183
"A homeopathic doctor from Durban is expected to appear in court after she was arrested for allegedly issuing professional driving permits

JjWkEtfeP",201,1,22,0.06396021490668313
"A team of police officers arrested two armed cousins who allegedly broke into the Tyefu police station in the Eastern Cape on Sunday and made off with several firearms ammunition and computers

TjwKDnZrv",202,1,33,-0.40908249149588993
"A Limpopo woman has been arrested for the alleged murder of her newborn baby after having given birth in a public bathroom

pIXtTwm",203,1,23,-0.010425720702853749
"Five people have been arrested after an illegal cannabis oil manufacturing plant was discovered in the Alberton area in Gauteng

FfhSfiac",204,1,21,-0.3273268353539886
"The Covid pandemic has exacerbated existing weaknesses in governments finances the SA Reserve Banks Junequarterly bulletin shows

GQObCpsm",205,1,18,-0.3771236166328254
"South Africa recordednew laboratoryconfirmed Covid infections on Tuesday anddeaths bringing the official death toll to

pHOoSHtmG",206,1,16,-0.5875
"The Black Sash wants government to reinstate the Covid Social Relief of Distress grants until permanent basic income support is phased in

zjqVBtaqL",207,1,23,-0.06255432421712244
"OPINIONHe is the most destructive force democratic South Africa has ever known but Jacob Zuma met his match in Thuli Madonsela He must rue the day he appointed her as Public Protector writes

boXKzghyMh",208,1,34,-0.36529198635354376
"Former president Jacob Zuma who was handed a month prison sentence by the Constitutional Court for contempt will be eligible for parole in less than four months

ePGHcmisA",209,1,28,0.018898223650461378
"Norma Mngoma the estranged wife of former finance minister Malusi Gigaba told the Zondo Commission her husband told her never to reveal the truth about the dealings he had with the Guptas

fxehwKS",210,1,33,-0.26111648393354675
fxehwKS,211,1,1,0
GQObCpsm,212,1,1,0
PcHjxR,213,1,1,0
tDyqkSvhor,214,1,1,0
iYMtBpBGF,215,1,1,0
PcHjxR,216,1,1,0
"Guillotine finally falls A roundup of all NewsUs analysis on the ConCourtUs Zuma judgment

TuqvHAbuj",217,1,15,-0.21946905628508695
eDVYxNRS,218,1,1,0
jAuCKBdQ,219,1,1,0
xZmJngFPr,220,1,1,0
LIVE NOWJacob Zuma goes to jailNewsUs awardwinning team of editors and journalists breakdown the rulingZNrLfgXJjE,221,1,15,-0.2581988897471611
"OPINIONThe perpetual victim Jacob Zuma subject to all kinds of imagined heinous plots and schemes will not take responsibility for his actions writes Wits School of Governance Professor Ivor Sarakinsky

rIVuzTHSqc",222,1,31,-0.1167434463174037
oTBWutOH,223,1,1,0
AYAcewUn,224,1,1,0
GpzSMghfuC,225,1,1,0
IKPJMMdQOP,226,1,1,0
GwogdOtoh,227,1,1,0
YzAwQZ,228,1,1,0
"Former president Jacob Zuma repeatedly dared the Constitutional Court to send him to jail for defying its ruling that he appear before the State Capture Inquiry U and now in a farreaching defence of the rule of law it has

JzWdehdAd",229,1,41,-0.09370425713316363
"LIVENorma Mngoma to be crossexamined by Gigabas lawyers at the Zondo Commission
VgnxMICIq",230,1,13,0
FfiYUiexW,231,1,1,0
orHRfPrZ,232,1,1,0
DnkQfUSQP,233,1,1,0
PcHjxR,234,1,1,0
"Jacob Zuma goes to jail Join Newss team of editors and journalists as they discuss todayUs ConCourt ruling at

ZNrLfgXJjE",235,1,20,-0.17888543819998318
"LIVEGreat importance for the rule of lawState Capture inquiry welcomes Zuma sentencing

QSosGgQI",236,1,13,0.18027756377319948
