X1,created_at,text,sentence_id,word_count,sentiment
56,2021-07-01T10:46:48Z,"LIVEConCourt majority finds that Mkhwebane had no authority to order the NDPP to investigate prima facie of evidence of moneylaundering in the CR campaign Nor could she order the Speaker to order Ramaphosa to disclose his donors

NRnrPobkd",1,38,0
57,2021-07-01T10:45:04Z,"The home of an Msunduzi Municipality official had been bombed and he is receiving threatening phone calls daily

aqfkZFbOkN",1,19,-0.32118202741878643
58,2021-07-01T10:42:46Z,"Honolulu prosecutor Steve Alm has reportedly said that an investigation found police were justified in their actions when they shot dead SAborn rugby player Lindani Myeni 

NxSEpsPz",1,27,-0.14433756729740643
59,2021-07-01T10:41:30Z,"LIVERamaphosa did not willfully mislead parliament nor personally benefit from CR moneyJustice Chris Jafta

YuvYPLA",1,15,-0.3227486121839514
60,2021-07-01T10:38:15Z,"LIVE ConCourt Ramaphosa did not lie to Parliament about Watson CR donation

NBkrEMGgW",1,13,0.36055512754639896
61,2021-07-01T10:30:16Z,"The Western Cape High Court found in favour of a Cape Town man who was paralysed in an assaultyears ago Andrew Merryweather was injured during an altercation at a Newlands petrol station in

IRHRXAaB",1,34,0.2366680474966622
62,2021-07-01T10:17:17Z,"Eskom South AfricaUs state power utility needsbillion about R billion to shut most of its coalfired plants bya company official said

FucKKGd",1,22,0.08528028654224418
63,2021-07-01T10:15:06Z,"While some franchise sectors are seeing a return to prepandemic levels of income the hardesthit are struggling to recover according to a new report

SXeIkG",1,25,0.26
64,2021-07-01T10:06:20Z,levellockdown This is Thawe Nkovore manager of Cappello He told me before the new regulations they were trying to make up the losses from last years hard lockdown He spends his days handing out brochures about the restaurants specialsqHjYAjeH,1,39,-0.04003203845127178
65,2021-07-01T10:06:17Z,levellockdown Newly elected chairperson of the Long Street Association Giancarlo Bruno tells me plans were afoot to revitalise the entertainment strip but now plans have been stopped due to the new imposed lockdown restrictionsjIdvnMiX,1,34,-0.15421152776014393
66,2021-07-01T10:06:13Z,levellockdown Businesses in Cape Towns oncethriving entertainment strip Long Street are not coping under the current adjusted lockdown regulations With some saying itUs only a matter of time more businesses throw in the towelzJrOXeao,1,34,0.13719886811400708
67,2021-07-01T10:03:40Z,"WATCH LIVERamaphosas DDay ConCourt delivers judgment on CR donations Follow it live on News

wmAfqK",1,15,0
68,2021-07-01T10:00:55Z,"The new coronavirus variant which was first identified and caused devastation in India has been found in patients in the Harry Gwala eThekwini Zululand King Cetswayo Ugu and ILembe districts

UDmEjvVPO",1,31,0.1796053020267749
69,2021-07-01T09:57:13Z,"The Constitutional Court will rule whether President Cyril Ramaphosa misled Parliament with regard to donations made to the CR campaign and whether the Public Protector had the scope to investigate the matter in the first place

yyEDiHrx",1,37,0.304138126514911
70,2021-07-01T09:55:19Z,"Bail has been granted to the eight men accused of the murder of two men and the attempted murder of another on the farm Pampoenkraal in eMkhondo Mpumalanga onAugust

vLuIRquLxU",1,30,-0.27386127875258304
71,2021-07-01T09:45:05Z,"Thursday is finally the start of Covid vaccination registrations for thetoage group

CYCuSieIBh",1,13,0.11094003924504584
72,2021-07-01T09:30:16Z,"There is a lot less fake money in SA U but that probably wonUt last

RSZWlKvIJU",1,16,-0.037500000000000006
73,2021-07-01T09:15:06Z,"It was a quiet day outside the Nkandla homestead of convicted former president Jacob Zuma as the countdown to his prison sentence begins

PGxxgwBU",1,24,-0.15309310892394865
74,2021-07-01T09:00:50Z,"The Department of Basic Education says the health department has vaccinatedteachers and support staff but the programme is seemingly experiencing glitches along the way

GDlgY",1,25,-0.19990000000000002
75,2021-07-01T08:45:03Z,"KwaZuluNatal will be cracking down on Covid rulebreakers using roadblocks raids on illegal liquor traders and increased surveillance points of entry

SIVdBiclU",1,22,-0.3304611103511962
76,2021-07-01T08:32:46Z,"South Africa has passed the threemillion mark in its Covid vaccination programme

gjLoxEUD",1,13,0
77,2021-07-01T08:30:12Z,"What was supposed to be a regular dropandgo situation for taxi driver Maqawe UMikeU Mpabanga turned into the ride of his life

ghDTA",1,23,0
78,2021-07-01T08:15:04Z,"Rugby World Cup winners South Africa will endmonths of international isolation on Friday when they host Georgia in a warmup match before a threeTest series against the British and Irish Lions

gEBGCnjv",1,32,0.05303300858899107
79,2021-07-01T08:00:35Z,"After former president Jacob Zuma was sentenced by the Constitutional Court to an effectivemonths for defying its order to appear before the Zondo Commission his ardent supporters were at it again with the usual question What about De Klerk

bzFnrYwQ",1,40,0.3952847075210474
80,2021-07-01T07:45:03Z,"The latest AuditorGeneral report into municipal finances paints a grim picture of collapse and mismanagement

RzODhRwjy",1,16,-0.625
81,2021-07-01T07:30:08Z,"With the highly infectious Delta variant becoming dominant in South Africa the health department says there is no data yet to assess the efficacy of the JohnsonJohnson vaccine against it

FUzbwDTIO",1,31,-0.22450662753346864
82,2021-07-01T07:15:02Z,"African People Mover went to the High Court in a bid to have its business rescue proceed as Standard Bank and MercedesBenz are opposing the bid

tmyMMgVVK",1,27,0.048112522432468816
83,2021-07-01T07:02:41Z,"The Jacob Zuma Foundation has labelled a judgment that found the former president in contempt of court judicially emotional and angry as well as not consistent with our Constitution

Xebkxp",1,30,-0.3834057902536163
84,2021-07-01T07:00:32Z,"Despite the hype on social media the proZuma and antilockdown protests in Durban were a bust with justpeople arriving for the marches

qNfPEOhC",1,23,-0.26064301757134345
85,2021-07-01T06:45:02Z,"The lawyer representing former minister Malusi Gigaba has accused Norma Mngoma of trying to falsely implicate his client in wrongdoing

TCgqBUwLFf",1,21,-0.6546536707079772
86,2021-07-01T06:25:21Z,"For more than three years the donations made to the CR campaign of President Cyril Ramaphosa cast a shadow on his presidency and how he emerged victorious at the ANCsNasrec conference

GLuGHFzZa",1,32,0.08838834764831843
87,2021-06-30T21:54:30Z,gmdJVBSFka,1,1,0
88,2021-06-30T21:52:21Z,XXOVpRAKDG,1,1,0
89,2021-06-30T21:52:21Z,gmdJVBBVA,1,1,0
90,2021-06-30T21:52:21Z,zPJcqHz,1,1,0
91,2021-06-30T20:24:26Z,LOPGDltR,1,1,0
92,2021-06-30T20:22:18Z,VZMdfDPVeY,1,1,0
93,2021-06-30T20:22:17Z,bfkmwS,1,1,0
94,2021-06-30T20:22:17Z,ndOCUBHr,1,1,0
95,2021-06-30T20:22:17Z,wgXlEykYs,1,1,0
96,2021-06-30T19:54:25Z,yaDliXlow,1,1,0
97,2021-06-30T19:54:08Z,"Pennsylvanias highest court on Wednesday overturned Bill Cosbys sexual assault conviction and ordered him released from prison immediately

QpSeddTEty",1,19,-0.5161854012087639
98,2021-06-30T19:52:16Z,ixyCVePq,1,1,0
99,2021-06-30T19:52:16Z,WHJEZoIlO,1,1,0
100,2021-06-30T19:50:09Z,"UIt was such an extraordinary experienceU taxi driver Maqawe UMikeU Mpabanga tells YOU Now the babyUs parents have named her in honour of the hero driver

ghDTA",1,27,0.28867513459481287
101,2021-06-30T18:52:15Z,ztpqBFBZ,1,1,0
102,2021-06-30T18:52:14Z,VZMdfDPVeY,1,1,0
103,2021-06-30T18:52:14Z,bcUpTFvJ,1,1,0
104,2021-06-30T18:52:14Z,BfbQHQDjw,1,1,0
105,2021-06-30T18:42:56Z,"Protesters in eSwatini defied a curfew on Wednesday taking to the streets in what activists say is a tipping point in Africas last absolute monarchy

Activists say eight people were killed in Manzini alone withcritically injured

MSwtfeAhF",1,37,-0.44387726572446473
106,2021-06-30T18:22:14Z,OvhrjXcghF,1,1,0
107,2021-06-30T18:22:14Z,INXKQqZ,1,1,0
108,2021-06-30T18:22:14Z,vmBOJVcxA,1,1,0
109,2021-06-30T17:54:18Z,erjludeU,1,1,0
110,2021-06-30T17:52:13Z,LjuMgpzcya,1,1,0
111,2021-06-30T17:52:13Z,nYDWTvRVui,1,1,0
112,2021-06-30T17:52:13Z,lrqDDAW,1,1,0
113,2021-06-30T17:45:00Z,"SPONSORED Meet the heroes at Khanya Pharmacy who continuously serve Dobsonville with grace and compassion Watch as the community and their collaborative NGOs and NPOs step out to shower the team of Khanya Pharmacy with gratitude
SNVNI",1,37,0.6411560504908934
114,2021-06-30T17:24:17Z,JABoITtR,1,1,0
115,2021-06-30T17:22:11Z,xKTfepBO,1,1,0
116,2021-06-30T16:54:15Z,AqUKZKbN,1,1,0
117,2021-06-30T16:52:11Z,WLzzPOiO,1,1,0
118,2021-06-30T16:52:11Z,XstKTKmOEy,1,1,0
119,2021-06-30T16:45:11Z,"Serious questions were being asked of Wimbledons fabled grass courts on Wednesday following Serena Williamss tearful tournamentending injury with Australian firebrand Nick Kyrgios branding them a joke

wmMZqhdRS",1,28,-0.028347335475692046
120,2021-06-30T16:30:35Z,"As the country battles Covid unemployed doctors are desperate for jobs in the overburdened healthcare system

RNxzxHBdRC",1,17,-0.5093248125762992
121,2021-06-30T16:22:10Z,kxNJJPjET,1,1,0
122,2021-06-30T16:15:16Z,"Land Rover South Africa has updated its Discovery SUV The range now consists of six models all priced between R and R million

phxOKwuAN",1,24,0.12247448713915891
123,2021-06-30T16:06:52Z,"Edward Zuma the son of former president Jacob Zuma says his father will not spend a single day in prison if he has anything to say about it

ilPprpNDA",1,29,-0.1392715036327889
124,2021-06-30T16:06:01Z,"Public Protector Busisiwe Mkhwebane said she favours the minority judgment of the Constitutional Court that disagreed with the judgment that former president Jacob Zuma be sentenced tomonths imprisonment after being found guilty of contempt of court

kxNJJPjET",1,37,-0.14795908857482154
125,2021-06-30T16:04:46Z,"It is uncertain whether former president Jacob Zuma will press ahead with his plans to travel to Lusaka on Thursday

KwHiHgf",1,21,0.01091089451179963
126,2021-06-30T16:02:50Z,"ZimbabweUs new lockdown takes aim at the Delta variant U SA travellers may need to quarantine

zVCEggR",1,17,0.19402850002906638
127,2021-06-30T16:02:10Z,"Johannesburgbased advocatewrites that the might and money of the state should never be used to suppress speech even when it is false or unfair

uNQobsf",1,25,-0.05
128,2021-06-30T15:52:09Z,ilPprpNDA,1,1,0
129,2021-06-30T15:52:09Z,IbDiloUB,1,1,0
130,2021-06-30T15:45:10Z,"South African long jumper Ruswahl Samaai says he is relishing the pressure of attempting to reach the podium at next months Tokyo Olympics

QpuMQegSJ",1,24,0.10206207261596577
131,2021-06-30T15:30:29Z,"Nearly half of theprotected areas in central Africa are under threat from the oil and gas industries a report published Tuesday by the Central African Forest Observatory said

axLqrg",1,29,-0.1392715036327889
132,2021-06-30T15:22:12Z,fZxJpKEM,1,1,0
133,2021-06-30T15:22:12Z,ejQMtFXSs,1,1,0
134,2021-06-30T15:22:11Z,JjWkEtfeP,1,1,0
135,2021-06-30T15:22:09Z,KkHVaPJKjj,1,1,0
136,2021-06-30T15:22:09Z,ZGkOEIEMQ,1,1,0
137,2021-06-30T15:22:09Z,FfhSfiac,1,1,0
138,2021-06-30T15:22:09Z,CmXsBCCAT,1,1,0
139,2021-06-30T15:22:09Z,TjwKDnZrv,1,1,0
140,2021-06-30T15:22:09Z,FpaJrpJ,1,1,0
141,2021-06-30T15:22:09Z,EoUjP,1,1,0
142,2021-06-30T15:22:09Z,LESldPOcO,1,1,0
143,2021-06-30T15:22:09Z,hrneVMFTzi,1,1,0
144,2021-06-30T15:22:09Z,cXpJiiD,1,1,0
145,2021-06-30T15:22:09Z,omUkPcPqC,1,1,0
146,2021-06-30T15:22:08Z,RihJcnQer,1,1,0
147,2021-06-30T15:22:08Z,pIXtTwm,1,1,0
148,2021-06-30T15:22:08Z,QfTVXOq,1,1,0
149,2021-06-30T15:22:08Z,dmNSYPFOR,1,1,0
150,2021-06-30T15:22:08Z,xtAsrqLhtl,1,1,0
151,2021-06-30T15:15:15Z,"Former President Donald Trump visits the USMexico border on Wednesday as he seeks to reclaim the spotlight riding a wave of Republican attacks on President Joe Biden over the rise in migrants caught entering the United States

NKiAepTQaj",1,38,0.11355499479153379
152,2021-06-30T15:02:01Z,"Facebook just gotextra months to process South African WhatsApp phone numbers

tofZHJwEe",1,12,0
153,2021-06-30T14:45:09Z,"South African civil societies have called on the government rather to make the proposed Firearms Control Bill about gun use regulation

LYfJPpO",1,22,-0.17056057308448833
154,2021-06-30T14:30:28Z,"The past decade has seen IT company EOH embroiled in scandals relating to allegations of bribery and questionable conduct in the awarding of lucrative of lucrative tenders with the state

oYrjDWs",1,31,-0.2604276879388236
155,2021-06-30T14:28:45Z,"One South Africa Movements Mmusi Maimane argues that the state of local councils affects peoples right to life

QfTVXOq",1,19,0.1835325870964494
156,2021-06-30T14:27:40Z,"The public inquiry into theRheinmetall Denel Munition explosion has been postponed due to lockdown regulations

KkHVaPJKjj",1,16,-0.25
157,2021-06-30T14:27:10Z,"One of the men linked to a R million cocaine bust has abandoned his bail bid

ZGkOEIEMQ",1,17,-0.24253562503633297
158,2021-06-30T14:19:35Z,"Rio Tinto Group declared force majeure on customer contracts at Richards Bay Minerals after escalating violence forced it to suspend activity at the minerals sands operation in South Africa

yaDliXlow",1,30,-0.40166320883712187
159,2021-06-30T14:15:10Z,"Elderly residents in frail care facilities in Pietermaritzburg and Howick are in strict lockdown This is to protect them from being infected with the Delta variant which dominates Covid infections in SA

ZEXPlTIp",1,33,-0.1392621247645583
160,2021-06-30T14:01:31Z,"The Garden Route has suffered the brunt of the wet windy and cold weather that hit the Western Cape this weekand its not yet over

xtAsrqLhtl",1,26,-0.3432032364918221
161,2021-06-30T13:45:06Z,"Putin confirms he got Sputnik V Covid vaccine as Russia struggles with infection death spike

GrqbwuCwh",1,16,-0.5
162,2021-06-30T13:31:09Z,"WATCH Edward Zuma says his fatherwill not go into exile
 He says his father will also not be taken to jailJacobZuma LVLtjsBQD",1,22,0.10660035817780521
163,2021-06-30T13:31:01Z,WATCH Edward Zuma the son ofsays his father is not at the Nkandla homestead but is somewhere in SAJacobZuma PQquFoC,1,20,0
164,2021-06-30T13:30:58Z,WATCH Apolice vehicle drove up to the entrance ofNkandla homestead After a brief conversation with MKMVA clad men the vehicles leaves Unclear why they were hereJacobZuma plexHHm,1,27,-0.09622504486493763
165,2021-06-30T13:30:24Z,"France is likely to have a fourth wave of the Covid virus due to a resurgence of cases caused by the Delta variant first found in India said the French governments leading scientific adviser Professor JeanFraneois Delfraissy

CSQPSX",1,38,0.2838874869788345
166,2021-06-30T13:26:20Z,"The Constitutional Court is expected to hand down judgment on Thursday in a case relating to President Cyril Ramaphosascampaign for the ANC presidency

aklYHEEtI",1,24,0.1837117307087384
167,2021-06-30T13:01:07Z,"OPINIONwrites that the Constitutional Court judgment on former president Jacob Zuma provides the party with the perfect time to say the words we have all been waiting for We are the ANC And we have a problem

nHUFYYmMNn",1,38,0.12977713690461004
168,2021-06-30T12:45:05Z,"All initiation practices which have not commenced on the date of the coming into operation of these regulations and postinitiation celebration Imigidi are prohibited

CWrcVaidh",1,25,-0.010000000000000009
169,2021-06-30T12:30:19Z,"Handre Pollard will be a crucial player for the Springboks in the British Lions series writes

SsukOxJ",1,17,-0.048507125007266595
170,2021-06-30T12:22:00Z,"A staunch ally of convicted former President Jacob Zuma has been vague in explaining if the onetime head of state will willingly serve prison time for contempt of court

omUkPcPqC",1,30,0.05477225575051662
171,2021-06-30T12:17:41Z,"JUST IN Commission has enough evidence to make clear findings despite Zuma absenceZondo

xCixwZF",1,14,0.0668153104781061
172,2021-06-30T12:15:05Z,"The South African Weather Service has warned of extremely high fire danger conditions expected over the western and central parts of KwaZuluNatal

UGpjXWRy",1,23,-0.7298004491997617
173,2021-06-30T12:11:40Z,"WATCH Base commander at the Nkandla homestead Mfanfuti Gumede says We will see when we get there 

He comments on what actions MKMVA will take in light of former Presidentprison sentenceJacobZuma ZumaConcourt SFtwwKnc",1,33,0
174,2021-06-30T12:09:25Z,"LIVENo time to hear evidence from the Guptas says Zondo

rKFKIgWCP",1,11,0
175,2021-06-30T12:01:05Z,"More thanEastern Cape schools do not have enough personal protective equipment and hundreds of schools have insufficient sanitisers

AFvRfRuCl",1,19,-0.1720618004029213
176,2021-06-30T11:54:28Z,"LIVEZuma judgment affirms that we are all equal before the lawZondo

ypGQJvNG",1,12,0
177,2021-06-30T11:45:06Z,"Zimbabwe is adopting levellockdown measures which will curb working hours despite calls from business leaders to maintain normal working activities

HwbzfaeE",1,21,0.1091089451179962
178,2021-06-30T11:37:17Z,"WATCH LIVEZondo to give briefing on the Zuma ConCourt judgment and the work of the commission so far Follow it live on News

JjpmzeBMy",1,24,0.051031036307982884
179,2021-06-30T11:32:32Z,"Western Cape police are investigating another shooting at a transport hubthe latest in a chapter of violence which has rocked the minibus taxi industry in the province over the past two months

dmNSYPFOR",1,33,-0.2350048355401921
180,2021-06-30T11:30:18Z,"The ANC has accused the DA of not supporting local artists after the opposition party voted against a R million virtual concert in Durban

rRkFfm",1,25,-0.35
181,2021-06-30T11:15:53Z,"South Africas embattled expresident Jacob Zuma once jailed for fighting the apartheid regime now faces anothermonths behind bars for shunning a corruption probe into his administration

RihJcnQer",1,27,-0.6447078005950821
182,2021-06-30T11:15:06Z,"Norma Mngoma estranged wife of Malusi Gigaba was an evasive witness who refused to answer questions posed to her during crossexamination Gigabas lawyer has said

kvgwadeO",1,26,-0.46087291757473253
183,2021-06-30T11:00:56Z,"ANALYSISThe Constitutional CourtUs majority made legal history by ordering that former president Jacob Zuma must be imprisoned for contempt U but aswrites two justices insist that ruling is unconstitutional

hOTZrvpLvP",1,30,-0.09370620087984216
184,2021-06-30T11:00:08Z,"DEVELOPINGMKMVA members present in Nkandla ahead of Jacob Zumas month imprisonment

lcChjwV",1,12,0.1587713240271471
185,2021-06-30T10:45:05Z,"Former state security minister Siyabonga Cwele has told the Zondo Commission that former intelligence heads Mo Shaik Gibson Njenje and Jeff Maqetuka would not have accepted an illegal instruction

CmXsBCCAT",1,30,0.0547722557505166
186,2021-06-30T10:30:16Z,"With the government running out of money and insufficient technical expertise the proposed National Health Insurance will not be the silver bullet the government is hoping will fix the countrys flawed healthcare system

ZDUaZbrq",1,34,-0.13719886811400708
