"text","word_scores","compound","pos","neu","neg","but_count"
"south africa’s tavern owners have joined the liquor industry’s calls for relief urging province authorities to waive annual licence fees for retailers and for traders to be allowed to sell alcohol for home consumption","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.086,0.914,0,0
"",,,,,,
"they have wowed audiences on the big screen with their award winning performances but these actors can also drive race cars in real life","{0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 1.25, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.696,0.243,0.757,0,1
"",,,,,,
"",,,,,,
"act – this is how it is going to change your life","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"du plessis this court cannot come to mr zumas aid mr zuma has no prospects of success in his rescission application","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.888, 0, 2.7, 0, 0, 0, 0}",0.424,0.15,0.773,0.077,0
"told the kwazulu natal high court in pietermaritzburg on tuesday chabalala","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"bessie head’s novels play out in eastern botswana where she settled down to write but why did she write and why is her journalism unjustly neglected sa","{0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0}",-0.599,0.054,0.799,0.147,1
"the national prosecuting authority had backtracked on its statement that interpol had issued red notices for the gupta family","{0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.077,0.067,0.933,0,0
"du plessis mr zuma made his own prison bed he must now lie in in it he is not entitled to special treatment he adds","{0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.814, 0, -1.258, 0, 0, 0}",-0.749,0,0.749,0.251,0
"the second episode in the com vaccine information series cheleka mpande sums up what vaccines do and how they work in the human body","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"ngcukaitobi zuma a serial recalcitrant law breaker whose application should fail and he should pay costs","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, 0, -0.4, 0}",-0.599,0,0.741,0.259,0
"state on tuesday after battering cuba with drenching rain and strong winds but left the caribbean island without major damage","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, 2.76723}",0.711,0.247,0.753,0,1
"ngcukaitobi slams cele letter to the concourt as nonsensical says zuma arrest order remains operative","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0}",-0.34,0,0.854,0.146,0
"ngcukaitobi says police minister celes letter to the concourt in which he said police would hold off on arresting jacob zuma until his contempt challenge was finalised was nonsensical he says the police remain bound by the concourts order to arrest zuma by midnight tmw","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0}",-0.71,0.026,0.848,0.125,0
"ngcukaitobi says zuma has been expressly invited by the inquiry to approach the constitutional court for a stay of the execution of the committal orders against him he has not done so the advocate says","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"head hermione cronje said","{0, 0, 0, 0}",0,0,1,0,0
"the hawks are in the process of collecting witness and bank statements from foreign countries under mutual legal assistance compacts in the states long running criminal probe of retailer steinhoff","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0}",-0.44,0.046,0.851,0.103,0
"the cape town international convention centre will open as a mass covid vaccination site on wednesday the partnership with discovery health hopes to see people vaccinated a day","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0}",0.421,0.094,0.906,0,0
"live if zuma does not present himself to the authorities by tomorrow the police must arrest him ngcukaitobi states before stressing that the high court cannot interfere in this","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.599,0,0.846,0.154,0
"department of health circular that would have seen ministers and their staff jumping the queue and getting the covid jab before their age cohort has been withdrawn","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"",,,,,,
"to fire cops found guilty of serious offences during internal disciplinary processes over the past three years","{0, -1.4, 0, 0, -1.8, 0, -0.3, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.785,0,0.594,0.406,0
"the year legal battle of a cape town man who was paralysed in a brawl has finally come to an end and he says he is looking forward to closing that chapter of his life","{0, 0, 0.5, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.273,0.04,0.889,0.07,0
"government seems to have ranked lives ahead of livelihoods during adjusted lockdown level it doesnt have to be a choice says","{0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.226,0.087,0.913,0,0
"year old western cape woman and her year old daughter have received their covid vaccine jabs – thanks to their neighbour","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0}",0.44,0.127,0.873,0,0
"as covid vaccine inequality becomes more glaring the knock on effect is expected to have a devastating impact on the tourism sectors of many african countries","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.649,0,0.853,0.147,0
"warning against premature rush back to normality comes amid rising concerns over spread of delta variant of coronavirus","{-1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.34,0,0.876,0.124,0
"you can now leave gauteng to hunt – as long as it is for meat","{0, 0, 0, -0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.052,0,0.921,0.079,0
"british airways has settled a case brought by customers and staff affected by a massive data breach that led to personal information being leaked the court appointed lead solicitors in the case said on tuesday","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.44,0,0.894,0.106,0
"mpofu describes arrest as the most egregious invasion of a persons dignity and privacy","{0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0}",0.077,0.158,0.702,0.14,0
"delft community activist and founder of the makaula foundation sisa makaula has used his experience as a victim of crime to make positive changes in his community","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -2.5, 0, 0, 2.6, 0, 0, 0, 0}",-0.25,0.108,0.723,0.169,0
"",,,,,,
"mpofu argues high court has jurisdiction to grant interim interdict to stay execution of zuma arrest","{0, -1.6, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, -1.4}",-0.361,0.122,0.634,0.244,0
"mpofu now argues that zumas application for a rescission of the constitutional courts contempt judgment against him and the month jail term imposed on him is an extraordinary one and cannot be taken lightly","{0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.772,0,0.801,0.199,0
"the springboks have postponed tuesdays planned announcement of their side to play against georgia in johannesburg this friday following further covid testing news","{0, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.153,0.095,0.833,0.071,0
"muddy trails can easily be ruined by you and they can ruin your bike too there is a cheap fix to make your winter riding a lot more fun sa","{0, 0, 0, 1.4, 0, -2.1, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.593, 0}",-0.228,0.154,0.669,0.177,0
"delta variant in israel has meant the return of some restrictions","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"the inquiry invited former president zuma to go to the concourt to stay the execution of the arrest orders issued against him it even said its opposition to the stay in the high court might be reconsidered if zuma did this his legal team chose not to take up that invitation","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0}",-0.226,0.028,0.926,0.045,0
"state attorney johan van schalkwyk says the constitutional courts order on former president jacob zumas arrest stands","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0}",-0.34,0,0.87,0.13,0
"",,,,,,
"",,,,,,
"mpofu argues that law enforcement agencies have not opposed zumas applications for a stay of his arrest as well as his bid to rescind the contempt ruling against him because of understandable concerns about potential social unrest","{0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 1.1, 0, 0, 0, 0, 0, 0, -2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.772,0.048,0.752,0.2,0
"gauteng police have launched a manhunt for a group of at least robbers following a cash in transit heist in johannesburg on monday night","{0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.128,0.061,0.939,0,0
"the inquiry stresses that the high court cant stay the execution of a concourt order and have urged zuma to go to the apex court to seek this relief zuma however has not heeded that invitation","{0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0}",0.026,0.077,0.848,0.075,0
"anglogold ashanti has announced the appointment of a new ceo alberto calderon nearly a year after the abrupt resignation of its previous boss kelvin dushnisky","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0}",-0.296,0,0.916,0.084,0
"mpofu slams the commission and helen suzman foundation as uninvited busybodies who have no business getting involved in zumas application to stay the orders for his arrest and imprisonment","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0}",-0.557,0,0.854,0.146,0
"starting this weekend news","{0, 0, 0, 0}",0,0,1,0,0
"small contingent of supporters have arrived outside the high court in pietermaritzburg ahead of jacob zuma’s urgent application to have his arrest blocked","{0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, -1.4, -1.1}",0.052,0.167,0.674,0.16,0
"scenes outside the kwazulu natal division of the high court in pietermaritzburg are quiet as jacob zuma awaits to hear his urgent application to block his imminent arrest","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0.8, 0, 0, -1.9, 0, 0, -1.4}",-0.494,0.096,0.741,0.164,0
"at the weekend a train with wagons carrying export coal to richards bay derailed near vryheid kwazulu natal transnet confirmed on tuesday thirty wagons went off the tracks","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.34,0,0.918,0.082,0
"former president turns to pietermaritzburg high court to block his arrest follow it live on news","{0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, -1.4, 0, 0, 0, 0, 0}",-0.649,0,0.725,0.275,0
"people living on a property formerly leased to the south african national circus school in observatory have lost a court bid to have some details of the city of cape towns housing report excluded from the record news","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0}",-0.572,0,0.885,0.115,0
"",,,,,,
"has been placed into final liquidation by an order of the western cape high court","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"governments latest wage offer to civil servants is a salary hike and includes a monthly r cash allowance","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"here’s the form to use if you aren’t yet but really need a covid vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"in a two part series country medical director at pfizer south africa dr bha ndungane tlakula answers key questions about the pfizer biontech covid vaccine com","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"sa’s first electric bus has started carrying passengers","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"to ensure no chaos erupts today bodyguards have also been spotted inside jones","{0, 1.6, 0, 1.998, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.681,0.337,0.663,0,0
"",,,,,,
"leadership says it will defend the constitution launches investigation into events at nkandla","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"meeting held in wake of zuma prison sentence follow it live on news","{0, 0, 0, 0, 0, 0, -2.3, 0.3, 0, 0, 0, 0, 0}",-0.459,0.083,0.705,0.212,0
"jacob zumas former spokesperson mac maharaj has called on him to abide by the constitutional courts ruling","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"mission from the southern african development community will return to eswatini pro democracy groups criticised the missions weekend visit for failing to meet with them","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0}",-0.727,0,0.79,0.21,0
"there is a spike in covid hospital admissions in the western cape as cases increase but contingency plans are in place according to mark van der heever spokesperson for the provincial health department","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.166,0.049,0.951,0,1
"while government is set to meet unions in a make or break meeting on tuesday the public service wage battle dates back years","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0}",-0.382,0,0.894,0.106,0
"bill harrop has died of covid complications only a week after his wife mary","{0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.557,0,0.783,0.217,0
"govt is pumping r m into lower end housing mostly in johannesburg","{0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0}",-0.296,0,0.833,0.167,0
"",,,,,,
"the letter also said the placement of medical interns had caused severe prejudice in that they are unable to look after themselves and their families and they are also unable to service their student debtsloan","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, -2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.71,0,0.848,0.152,0
"letter of demand sent by mabuza attorneys on behalf of doctors gives a timeline for how long doctors have been waiting for placements placements were supposed to be finalized by july","{0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.128,0,0.952,0.048,0
"government revenue","{0, 0}",0,0,1,0,0
"zuma too is pushing his own version of the big lie writes journalist its the same lie that he has been driving for decades now that he is a victim of the courts and a grand conspiracy","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 2, -2.4}",-0.361,0.071,0.8,0.129,0
"south african cyclist nicholas dlamini says he was driven by the hope of inspiring future stars after he crashed out of the tour de france news","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.691,0.192,0.808,0,0
"",,,,,,
"with hours to go before the police are ordered to arrest him former president jacob zuma will on tuesday ask the pietermaritzburg high court to block his imminent imprisonment in an application the zondo commission says is dead in the water","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0}",-0.862,0,0.798,0.202,0
"police minister bheki cele and national police commissioner khehla sitole will not act on orders to arrest former president jacob zuma – until his legal challenge to his month jail term is finalised","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.3, 0, 0, 0, 0, 0, 0, 0}",-0.153,0.08,0.852,0.068,0
"current and former police officers as well as an expert have agreed that police could not arrest people who gathered outside of former president jacob zumas homestead in nkandla in order to prevent violence","{0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, -3.1}",0.061,0.181,0.717,0.101,0
"as covid infections increase in the western cape undertakers are being urged to stock up on coffins as deaths and funerals surge","{0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0}",-0.077,0.092,0.803,0.104,0
"former president jacob zuma was kicked out of the ancs special national executive committee meeting on monday the agenda consisted mainly of the weekends events outside zumas nkandla home in kwazulu natal","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.08,0.92,0,0
"",,,,,,
"rand water said three medium voltage motors used to run the pumps exploded on sunday this resulted in the pumps in rand waters palmiet booster pumping station becoming inoperable","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"south africa recorded new confirmed covid infections on monday and deaths bringing the official death toll to","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0}",-0.599,0,0.804,0.196,0
"analysts say former president jacob zumas latest attempts to stay out of jail have created a crisis in the anc","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -3.1, 0, 0, 0}",-0.477,0.083,0.747,0.17,0
"the number of confirmed active covid infections in tshwane has continued to rise hitting record numbers with more than cases as of july","{0, 0.3, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.459,0.16,0.84,0,0
"the department of health blamed the placement delay on funding shortfalls and consultations about additional posts with national treasury and provincial health departments","{0, 0, 0, 0, -2.1, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0}",-0.557,0.066,0.735,0.199,0
"former president jacob zuma’s supporters have vowed to make an appearance outside the kwazulu natal high court in pietermaritzburg to pledge their allegiance to him jones","{0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.104,0.896,0,0
"facebook and africa’s largest fibre company liquid intelligent technologies are extending their reach on the continent by laying km of fibre in the drc","{0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.477,0.157,0.843,0,0
"stock up on coffins undertakers advised as covid fatalities increase in the western cape","{0, 0, 0, 0, 0, 0, 0, 0, -2.9, 1.3, 0, 0, 0, 0}",-0.382,0.126,0.659,0.214,0
"active covid infections in tshwane increase to more than","{1.7, 0, 0, 0, 0, 1.3, 0, 0, 0}",0.612,0.417,0.583,0,0
"court battle looms over junior doctors placements","{0, -1.6, -0.6, 0, 0, 0, 0}",-0.494,0,0.543,0.457,0
"italian police said they had arrested four men accused of sending funds to people across europe and the middle east who were collecting on behalf of islamic state","{0, 0, 0, 0, 0, -2.1, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.649,0,0.831,0.169,0
"tech giants facebook inc alphabet incs google and twitter inc have privately warned the hong kong government that they could stop offering their services in the city if authorities proceed with planned changes to data protection laws","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.511,0,0.891,0.109,0
"the judicial conduct committee is inquiring into a complaint against judge siraj desai over his support for pro palestine lobby groups and activities","{0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0.1, 0, 0, 0}",0.153,0.146,0.769,0.085,0
"durban man is being treated in hospital for severe burn wounds after he was set alight by a group of people last month they accused him of stealing a cellphone news","{0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -2.7, 0, 0, 0}",-0.818,0,0.767,0.233,0
"cricket sas social justice hearings begin as ombud dumisa ntsebeza takes the conciliatory path","{0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.527,0.207,0.793,0,0
